,id,action,symbol,type,buy_point,stop_loss,take_profit,risk,quantity,date,time,gap,cost,leverage_cost,high,low,pl,bp_support_gap,cs_volume,metadata,cs_gap,,,,,
324,2384,BUY,CAT,OKAR/B,79.2,78.97,79.43,198.95,217,09/11/2016,13:05:00,7.78378,17186.4,4296.6,-,78.93,L,3.47,237195,"{""closest_support"": 75.73, ""next_closest_support"": 78.7, ""price_change"": {""3-bars"": 0.0, ""5-bars"": -0.011, ""7-bars"": 0.011}, ""pre_candles_volumes"": {""0-bars"": 18828, ""1-bars"": 10163, ""3-bars"": 12145, ""2-bars"": 13299}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.65,,,,,
325,2386,BUY,GOLD,HUMMER,15.6,15.54,15.66,198.95,833,09/11/2016,13:13:00,131.15888,12994.8,3248.7,-,15.58,P,1.07,1551489,"{""closest_support"": 16.67, ""next_closest_support"": 17.94, ""price_change"": {""3-bars"": 0.854, ""5-bars"": 0.97, ""7-bars"": 1.203}, ""pre_candles_volumes"": {""0-bars"": 118285, ""1-bars"": 219012, ""3-bars"": 42397, ""2-bars"": 77938}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",6.28,,,,,
326,2394,BUY,CAT,OKAR/B,79.22,79.03,79.41,198.95,263,09/11/2016,13:48:00,7.78378,20834.86,5208.715,-,79.15,P,3.49,237195,"{""closest_support"": 75.73, ""next_closest_support"": 78.7, ""price_change"": {""3-bars"": -0.022, ""5-bars"": 0.055, ""7-bars"": -0.099}, ""pre_candles_volumes"": {""0-bars"": 9791, ""1-bars"": 10022, ""3-bars"": 7949, ""2-bars"": 5884}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.65,,,,,
327,2397,BUY,FCX,HUMMER,12.42,12.37,12.47,198.95,1000,09/11/2016,13:59:00,15.83117,12420,3105,-,12.37,L,0.38,1732043,"{""closest_support"": 12.04, ""next_closest_support"": 12.7, ""price_change"": {""3-bars"": 0.169, ""5-bars"": 0.245, ""7-bars"": 0.093}, ""pre_candles_volumes"": {""0-bars"": 221386, ""1-bars"": 99782, ""3-bars"": 67819, ""2-bars"": 23926}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",6.27,,,,,
328,2398,BUY,CAT,HUMMER,79.66,79.56,79.76,198.95,500,09/11/2016,14:14:00,7.78378,39830,9957.5,-,79.54,L,3.93,237195,"{""closest_support"": 75.73, ""next_closest_support"": 78.7, ""price_change"": {""3-bars"": 0.088, ""5-bars"": 0.033, ""7-bars"": -0.055}, ""pre_candles_volumes"": {""0-bars"": 16047, ""1-bars"": 17566, ""3-bars"": 18123, ""2-bars"": 17590}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.65,,,,,
329,2399,BUY,AMGN,OKAR/B,124.04,123.9,124.18,198.95,357,09/11/2016,14:17:00,47.77044,44282.28,11070.57,-,123.67,L,16,110147,"{""closest_support"": 140.04, ""next_closest_support"": 144.17, ""price_change"": {""3-bars"": 0.095, ""5-bars"": 0.231, ""7-bars"": 0.129}, ""pre_candles_volumes"": {""0-bars"": 6026, ""1-bars"": 12630, ""3-bars"": 7528, ""2-bars"": 14808}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.62,,,,,
330,2403,BUY,CAT,HUMMER,79.66,79.52,79.8,198.95,357,09/11/2016,14:21:00,7.78378,28438.62,7109.655,-,79.5,L,3.93,237195,"{""closest_support"": 75.73, ""next_closest_support"": 78.7, ""price_change"": {""3-bars"": 0.099, ""5-bars"": 0.066, ""7-bars"": 0.011}, ""pre_candles_volumes"": {""0-bars"": 17017, ""1-bars"": 19571, ""3-bars"": 20460, ""2-bars"": 58205}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.65,,,,,
331,2407,BUY,GOLD,HUMMER,15.66,15.61,15.71,198.95,1000,09/11/2016,14:44:00,131.15888,15660,3915,-,15.63,P,1.01,1551489,"{""closest_support"": 16.67, ""next_closest_support"": 17.94, ""price_change"": {""3-bars"": 0.177, ""5-bars"": 0.177, ""7-bars"": 0.236}, ""pre_candles_volumes"": {""0-bars"": 73420, ""1-bars"": 60148, ""3-bars"": 19566, ""2-bars"": 55562}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",6.28,,,,,
332,2418,SELL,AZN,OKAR/S,23.02,23.05,22.99,194.47,1667,10/11/2016,12:37:00,53.408,38374.34,9593.585,23.03,-,P,23.02,375626,"{""closest_support"": 0.0, ""next_closest_support"": 0.0, ""price_change"": {""3-bars"": 0.053, ""5-bars"": -0.036, ""7-bars"": 0.072}, ""pre_candles_volumes"": {""0-bars"": 15812, ""1-bars"": 4700, ""3-bars"": 14382, ""2-bars"": 3804}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.22,,,,,
333,2420,SELL,AZN,OKAR/S,23.06,23.09,23.03,194.47,1667,10/11/2016,13:12:00,53.408,38441.02,9610.255,23.07,-,P,23.06,375626,"{""closest_support"": 0.0, ""next_closest_support"": 0.0, ""price_change"": {""3-bars"": 0.215, ""5-bars"": 0.251, ""7-bars"": 0.251}, ""pre_candles_volumes"": {""0-bars"": 23434, ""1-bars"": 19627, ""3-bars"": 47502, ""2-bars"": 17356}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.22,,,,,
334,2421,SELL,AZN,OKAR/S,23.01,23.05,22.97,194.47,1250,10/11/2016,13:39:00,53.408,28762.5,7190.625,23.03,-,P,23.01,375626,"{""closest_support"": 0.0, ""next_closest_support"": 0.0, ""price_change"": {""3-bars"": 0.072, ""5-bars"": 0.072, ""7-bars"": 0.0}, ""pre_candles_volumes"": {""0-bars"": 23464, ""1-bars"": 24126, ""3-bars"": 24121, ""2-bars"": 2088}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.22,,,,,
335,2428,BUY,PTCT,OKAR/B,11.99,11.86,12.12,195.06,385,14/11/2016,09:56:00,60,4616.15,1154.038,-,11.96,P,2.58,143999,"{""closest_support"": 14.57, ""next_closest_support"": 18.63, ""price_change"": {""3-bars"": -0.411, ""5-bars"": 0.167, ""7-bars"": 0.416}, ""pre_candles_volumes"": {""0-bars"": 10324, ""1-bars"": 1650, ""3-bars"": 2663, ""2-bars"": 6172}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.83,,,,,
336,2429,BUY,PTCT,HUMMER,12.7,12.59,12.81,195.06,455,14/11/2016,10:16:00,60,5778.5,1444.625,-,12.53,L,1.87,143999,"{""closest_support"": 14.57, ""next_closest_support"": 18.63, ""price_change"": {""3-bars"": 0.635, ""5-bars"": -1.27, ""7-bars"": -1.189}, ""pre_candles_volumes"": {""0-bars"": 21487, ""1-bars"": 69730, ""3-bars"": 43588, ""2-bars"": 109006}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.83,,,,,
337,2430,BUY,X,OKAR/B,26.14,25.97,26.31,195.06,294,14/11/2016,10:57:00,38.16667,7685.16,1921.29,-,26,P,1.5,425528,"{""closest_support"": 27.64, ""next_closest_support"": 0.0, ""price_change"": {""3-bars"": 0.073, ""5-bars"": 0.403, ""7-bars"": 0.293}, ""pre_candles_volumes"": {""0-bars"": 107785, ""1-bars"": 222087, ""3-bars"": 103204, ""2-bars"": 51622}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.1,,,,,
338,2432,BUY,X,HUMMER,26.18,26.07,26.29,195.06,455,14/11/2016,11:33:00,38.16667,11911.9,2977.975,-,26.15,P,1.46,425528,"{""closest_support"": 27.64, ""next_closest_support"": 0.0, ""price_change"": {""3-bars"": 0.314, ""5-bars"": 0.095, ""7-bars"": 0.095}, ""pre_candles_volumes"": {""0-bars"": 54790, ""1-bars"": 17570, ""3-bars"": 67083, ""2-bars"": 71450}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.1,,,,,
339,2434,BUY,X,OKAR/B,26.13,26,26.26,195.06,385,14/11/2016,12:52:00,38.16667,10060.05,2515.013,-,26.08,P,1.51,425528,"{""closest_support"": 27.64, ""next_closest_support"": 0.0, ""price_change"": {""3-bars"": 0.183, ""5-bars"": 0.657, ""7-bars"": 0.657}, ""pre_candles_volumes"": {""0-bars"": 64983, ""1-bars"": 85511, ""3-bars"": 122896, ""2-bars"": 75413}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.1,,,,,
340,2446,SELL,CSCO,OKAR/S,24.89,24.97,24.81,195.99,625,17/11/2016,10:07:00,5.07463,15556.25,3889.063,24.98,-,L,1.07,1298834,"{""closest_support"": 25.96, ""next_closest_support"": 23.9, ""price_change"": {""3-bars"": -0.02, ""5-bars"": -0.003, ""7-bars"": 0.064}, ""pre_candles_volumes"": {""0-bars"": 270565, ""1-bars"": 249261, ""3-bars"": 226153, ""2-bars"": 318945}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.08,,,,,
341,2453,BUY,BBY,OKAR/B,38.2,38.01,38.39,195.99,263,17/11/2016,12:00:00,13.84058,10046.6,2511.65,-,38.16,P,3.25,879985,"{""closest_support"": 34.95, ""next_closest_support"": 36.51, ""price_change"": {""3-bars"": -0.089, ""5-bars"": 0.15, ""7-bars"": 0.334}, ""pre_candles_volumes"": {""0-bars"": 70572, ""1-bars"": 57204, ""3-bars"": 88681, ""2-bars"": 71611}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.67,,,,,
342,2461,BUY,CRM,OKAR/B,77.92,77.47,78.37,195.88,111,18/11/2016,10:35:00,48.85845,8649.12,2162.28,-,77.41,L,2.07,577406,"{""closest_support"": 75.85, ""next_closest_support"": 77.82, ""price_change"": {""3-bars"": 0.167, ""5-bars"": 0.256, ""7-bars"": 0.231}, ""pre_candles_volumes"": {""0-bars"": 32560, ""1-bars"": 53543, ""3-bars"": 46749, ""2-bars"": 44249}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.5,,,,,
343,2462,BUY,CRM,OKAR/B,77.85,77.69,78.01,195.88,313,18/11/2016,10:40:00,48.85845,24367.05,6091.763,-,77.71,P,2,577406,"{""closest_support"": 75.85, ""next_closest_support"": 77.82, ""price_change"": {""3-bars"": 0.144, ""5-bars"": 0.116, ""7-bars"": 0.146}, ""pre_candles_volumes"": {""0-bars"": 31447, ""1-bars"": 31557, ""3-bars"": 40720, ""2-bars"": 23174}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.5,,,,,
344,2463,BUY,CRM,OKAR/B,77.97,77.87,78.07,195.88,500,18/11/2016,13:13:00,52.67123,38985,9746.25,-,77.96,P,2.12,577406,"{""closest_support"": 75.85, ""next_closest_support"": 77.82, ""price_change"": {""3-bars"": 0.013, ""5-bars"": -0.013, ""7-bars"": 0.019}, ""pre_candles_volumes"": {""0-bars"": 16775, ""1-bars"": 14128, ""3-bars"": 25138, ""2-bars"": 29469}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.5,,,,,
345,2502,BUY,MRO,HUMMER,16.94,16.8,17.08,196.15,357,01/12/2016,09:55:00,97.40625,6047.58,1511.895,-,16.92,P,0.09,439516,"{""closest_support"": 16.85, ""next_closest_support"": 0.0, ""price_change"": {""3-bars"": 0.6, ""5-bars"": 0.742, ""7-bars"": 1.408}, ""pre_candles_volumes"": {""0-bars"": 168912, ""1-bars"": 131755, ""3-bars"": 83466, ""2-bars"": 116781}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.41,,,,,
346,2504,BUY,MRO,HUMMER,17.13,17.09,17.17,196.15,1250,01/12/2016,12:24:00,97.40625,21412.5,5353.125,-,17.06,L,0.28,439516,"{""closest_support"": 16.85, ""next_closest_support"": 0.0, ""price_change"": {""3-bars"": 0.384, ""5-bars"": 0.465, ""7-bars"": 0.465}, ""pre_candles_volumes"": {""0-bars"": 75460, ""1-bars"": 247613, ""3-bars"": 164765, ""2-bars"": 47196}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.41,,,,,
347,2506,BUY,MRO,OKAR/B,16.86,16.81,16.91,196.15,1000,01/12/2016,14:01:00,102.23958,16860,4215,-,16.81,L,0.01,439516,"{""closest_support"": 16.85, ""next_closest_support"": 0.0, ""price_change"": {""3-bars"": 0.027, ""5-bars"": 0.193, ""7-bars"": 0.193}, ""pre_candles_volumes"": {""0-bars"": 33871, ""1-bars"": 205001, ""3-bars"": 42215, ""2-bars"": 111372}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.41,,,,,
348,2509,BUY,WDC,OKAR/B,60.9,60.55,61.25,195.43,143,07/12/2016,11:14:00,39.53039,8708.7,2177.175,-,60.5,L,2.96,158159,"{""closest_support"": 57.94, ""next_closest_support"": 61.98, ""price_change"": {""3-bars"": 0.073, ""5-bars"": 0.393, ""7-bars"": 0.481}, ""pre_candles_volumes"": {""0-bars"": 33717, ""1-bars"": 31857, ""3-bars"": 25714, ""2-bars"": 49427}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.99,,,,,
349,2511,BUY,WDC,HUMMER,61.68,61.47,61.89,195.43,238,07/12/2016,13:08:00,39.53039,14679.84,3669.96,-,61.51,P,3.74,158159,"{""closest_support"": 57.94, ""next_closest_support"": 61.98, ""price_change"": {""3-bars"": 0.114, ""5-bars"": 0.101, ""7-bars"": 0.029}, ""pre_candles_volumes"": {""0-bars"": 38464, ""1-bars"": 39382, ""3-bars"": 37565, ""2-bars"": 19577}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.99,,,,,
350,2512,BUY,WDC,OKAR/B,61.64,61.5,61.78,195.43,357,07/12/2016,13:12:00,39.53039,22005.48,5501.37,-,61.57,P,3.7,158159,"{""closest_support"": 57.94, ""next_closest_support"": 61.98, ""price_change"": {""3-bars"": 0.187, ""5-bars"": 0.101, ""7-bars"": 0.2}, ""pre_candles_volumes"": {""0-bars"": 10728, ""1-bars"": 26417, ""3-bars"": 6738, ""2-bars"": 9789}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.99,,,,,
351,2516,BUY,LVS,HUMMER,48.01,47.87,48.15,195.73,357,09/12/2016,10:09:00,42.65993,17139.57,4284.893,-,47.87,L,0.62,1073978,"{""closest_support"": 47.39, ""next_closest_support"": 48.75, ""price_change"": {""3-bars"": 0.279, ""5-bars"": 0.314, ""7-bars"": 0.384}, ""pre_candles_volumes"": {""0-bars"": 26447, ""1-bars"": 77612, ""3-bars"": 84199, ""2-bars"": 36824}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",6.08,,,,,
352,2517,BUY,AVGO,OKAR/B,147.56,147.18,147.94,195.73,132,09/12/2016,10:54:00,40.26675,19477.92,4869.48,-,147.08,L,5.29,163782,"{""closest_support"": 142.27, ""next_closest_support"": 148.89, ""price_change"": {""3-bars"": 0.211, ""5-bars"": 0.161, ""7-bars"": 0.465}, ""pre_candles_volumes"": {""0-bars"": 10650, ""1-bars"": 7675, ""3-bars"": 13965, ""2-bars"": 10114}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.73,,,,,
353,2518,BUY,AVGO,OKAR/B,147.52,147.33,147.71,195.73,263,09/12/2016,11:15:00,40.26675,38797.76,9699.44,-,147.32,L,5.25,163782,"{""closest_support"": 142.27, ""next_closest_support"": 148.89, ""price_change"": {""3-bars"": 0.089, ""5-bars"": -0.111, ""7-bars"": -0.039}, ""pre_candles_volumes"": {""0-bars"": 9444, ""1-bars"": 5706, ""3-bars"": 8324, ""2-bars"": 8862}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.73,,,,,
354,2519,BUY,LVS,OKAR/B,47.12,47.04,47.2,195.73,625,09/12/2016,11:16:00,62.46128,29450,7362.5,-,46.95,L,0.27,1073978,"{""closest_support"": 47.39, ""next_closest_support"": 48.75, ""price_change"": {""3-bars"": 0.134, ""5-bars"": 0.258, ""7-bars"": 0.594}, ""pre_candles_volumes"": {""0-bars"": 24996, ""1-bars"": 76870, ""3-bars"": 25471, ""2-bars"": 55374}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",6.08,,,,,
355,2520,BUY,AVGO,OKAR/B,147.6,147.31,147.89,195.73,172,09/12/2016,11:19:00,40.26675,25387.2,6346.8,-,146.92,L,5.33,163782,"{""closest_support"": 142.27, ""next_closest_support"": 148.89, ""price_change"": {""3-bars"": 0.008, ""5-bars"": -0.064, ""7-bars"": 0.047}, ""pre_candles_volumes"": {""0-bars"": 6879, ""1-bars"": 12875, ""3-bars"": 7756, ""2-bars"": 10089}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.73,,,,,
356,2521,BUY,LVS,HUMMER,47.12,46.92,47.32,195.73,250,09/12/2016,11:29:00,65.85859,11780,2945,-,47.1,P,0.27,1073978,"{""closest_support"": 47.39, ""next_closest_support"": 48.75, ""price_change"": {""3-bars"": 0.0, ""5-bars"": 0.0, ""7-bars"": 0.0}, ""pre_candles_volumes"": {""0-bars"": 119079, ""1-bars"": 54748, ""3-bars"": 58719, ""2-bars"": 87202}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",6.08,,,,,
357,2522,BUY,AVGO,OKAR/B,147.32,147.21,147.43,195.73,455,09/12/2016,11:45:00,40.26675,67030.6,16757.65,-,147.27,P,5.05,163782,"{""closest_support"": 142.27, ""next_closest_support"": 148.89, ""price_change"": {""3-bars"": -0.031, ""5-bars"": 0.092, ""7-bars"": -0.019}, ""pre_candles_volumes"": {""0-bars"": 3887, ""1-bars"": 4423, ""3-bars"": 6547, ""2-bars"": 4639}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.73,,,,,
358,2523,BUY,LVS,OKAR/B,47.12,47.07,47.17,195.73,1000,09/12/2016,11:53:00,65.85859,47120,11780,-,47.07,L,0.27,1073978,"{""closest_support"": 47.39, ""next_closest_support"": 48.75, ""price_change"": {""3-bars"": -0.028, ""5-bars"": 0.114, ""7-bars"": 0.38}, ""pre_candles_volumes"": {""0-bars"": 13262, ""1-bars"": 14140, ""3-bars"": 7728, ""2-bars"": 26829}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",6.08,,,,,
359,2524,BUY,AVGO,HUMMER,146.92,146.74,147.1,195.73,278,09/12/2016,12:08:00,40.26675,40843.76,10210.94,-,146.87,P,4.65,163782,"{""closest_support"": 142.27, ""next_closest_support"": 148.89, ""price_change"": {""3-bars"": 0.139, ""5-bars"": 0.173, ""7-bars"": 0.095}, ""pre_candles_volumes"": {""0-bars"": 7300, ""1-bars"": 3755, ""3-bars"": 10709, ""2-bars"": 13723}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.73,,,,,
360,2525,BUY,AVGO,HUMMER,145.73,145.6,145.86,195.73,385,09/12/2016,14:46:00,40.26675,56106.05,14026.512,-,145.67,P,3.46,163782,"{""closest_support"": 142.27, ""next_closest_support"": 148.89, ""price_change"": {""3-bars"": 0.23, ""5-bars"": 0.219, ""7-bars"": 0.079}, ""pre_candles_volumes"": {""0-bars"": 12300, ""1-bars"": 17164, ""3-bars"": 4609, ""2-bars"": 14577}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.73,,,,,
361,2526,BUY,RIG,HUMMER,15.77,15.62,15.92,194.46,333,12/12/2016,10:00:00,74.72527,5251.41,1312.853,-,15.61,L,15.77,303496,"{""closest_support"": 0.0, ""next_closest_support"": 0.0, ""price_change"": {""3-bars"": 1.087, ""5-bars"": 1.644, ""7-bars"": 2.011}, ""pre_candles_volumes"": {""0-bars"": 294115, ""1-bars"": 160390, ""3-bars"": 141637, ""2-bars"": 235437}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.57,,,,,
362,2527,BUY,RIG,OKAR/B,15.6,15.53,15.67,194.46,714,12/12/2016,12:34:00,116.48352,11138.4,2784.6,-,15.53,L,15.6,303496,"{""closest_support"": 0.0, ""next_closest_support"": 0.0, ""price_change"": {""3-bars"": 0.032, ""5-bars"": -0.161, ""7-bars"": -0.161}, ""pre_candles_volumes"": {""0-bars"": 29558, ""1-bars"": 29841, ""3-bars"": 37633, ""2-bars"": 32525}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.57,,,,,
